pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-123 b,Kepler-123,1,2,0,Transit,17.232294028571427,0.13406666666666667,2.742,0.254,55.3,0.174,,0.0,109.78000000000002,787.0,88.93,2454968.0911486666,0.0515275,4.587359999999999,0.021293333333333334,,6181.333333333333,1.217142857142857,1.1275,-0.11,[Fe/H],0.41,4.328333333333334,2.0149999999999997,1.1995333333333333,+42d46m55.07s,42.7819633,1021.66,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.031,1.306,2.285,2.411
Kepler-123 c,Kepler-123,1,2,0,Transit,26.695145407142856,0.17857499999999998,1.438666666666667,0.134,,,,0.0,61.23,680.3333333333334,89.33999999999999,2454977.000771833,0.0138975,4.73552,0.01127,,6181.333333333333,1.217142857142857,1.1275,-0.11000000000000003,[Fe/H],0.41,4.328333333333334,2.0149999999999997,1.8115333333333332,+42d46m55.07s,42.7819633,1021.66,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.031,1.306,2.285,2.411
Kepler-1230 b,Kepler-1230,1,1,0,Transit,9.956741921999999,0.09255,3.0677999999999996,0.258,,,,0.0,171.70499999999998,940.0,84.97666666666667,2454969.5822762,0.0605375,3.5302249999999997,0.026216666666666666,,6056.4,1.076,1.0550000000000002,-0.035,[Fe/H],0.096,4.383333333333334,3.385,1.4882,+41d42m41.23s,41.7114526,1364.22,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.853,1.081,1.898,2.001
Kepler-1231 b,Kepler-1231,1,1,0,Transit,10.4172991975,0.09266666666666666,1.4298,0.1315,,,,0.0,117.91666666666667,822.0,89.28000000000002,2454970.45676,0.02051333333333333,4.183,0.013076666666666667,,5689.0,1.02,0.9766666666666666,0.05333333333333334,[Fe/H],0.023,4.426,2.335,1.1839000000000002,+42d36m20.39s,42.6056644,987.237,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.751,0.951,1.677,1.769
Kepler-1232 b,Kepler-1232,1,1,0,Transit,26.783795176,0.16713333333333336,1.7604,0.151,,,,0.0,19.883333333333333,556.3333333333334,89.66499999999999,2454973.7550506,0.0411675,4.5623499999999995,0.01791,,5346.0,0.8716666666666667,0.884,0.10666666666666667,[Fe/H],-0.359,4.4825,9.345,2.2656,+49d06m08.31s,49.102307,632.865,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.61,0.773,1.375,1.45
Kepler-1233 b,Kepler-1233,1,1,0,Transit,45.12607156,0.2632333333333334,2.3259999999999996,0.21700000000000003,,,,0.0,31.003333333333334,601.0,89.57333333333332,2454998.4190518,0.037142499999999995,6.69375,0.017836666666666667,,6387.1483333333335,1.174,1.1775,-0.1255,"['[Fe/H]', '[M/H]']",0.221,4.359999999999999,1.6099999999999999,1.1049,+46d39m43.99s,46.6622201,1178.7,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.053,1.333,2.328,2.456
Kepler-1234 b,Kepler-1234,1,1,0,Transit,11.9401098825,0.0951,2.4198,0.213,,,,0.0,38.123333333333335,620.3333333333334,85.74333333333334,2454969.5603275,0.07057666666666666,3.515166666666666,0.030403333333333327,,5000.166666666667,0.77,0.806,0.04,[Fe/H],-0.454,4.577999999999999,4.285,1.9002,+51d22m33.41s,51.3759464,916.749,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.441,0.558,1.012,1.067
Kepler-1235 b,Kepler-1235,1,1,0,Transit,4.1605920350000005,0.049049999999999996,0.7442500000000001,0.07100000000000001,,,,0.0,237.14999999999998,977.3333333333334,88.14333333333333,2454965.271925,0.007803333333333333,2.5309333333333335,0.00827,,5437.348333333333,0.882,0.9125000000000001,-0.0165,"['[Fe/H]', '[M/H]']",-0.156,4.534000000000001,2.535,1.7848,+43d57m14.62s,43.9540616,540.604,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.63,0.798,1.417,1.495
Kepler-1236 b,Kepler-1236,1,1,0,Transit,31.057405210000002,0.18173333333333333,1.988,0.1805,,,,0.0,13.146666666666667,486.3333333333333,89.55,2454980.5621153996,0.06845,3.5196666666666663,0.0239,,5369.333333333333,0.7716666666666665,0.852,-0.21500000000000002,[Fe/H],-0.379,4.59,2.335,4.2401,+42d32m45.15s,42.5458739,999.64,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.539,0.682,1.22,1.286
Kepler-1237 b,Kepler-1237,1,1,0,Transit,84.573357564,0.3649,2.6135999999999995,0.24,,,,0.0,4.15,354.5,89.77333333333333,2454983.1512045,0.09176,5.897500000000001,0.02754,,5345.0,0.8720000000000001,0.905,0.24,[Fe/H],-0.258,4.515000000000001,5.335,3.183866666666667,+44d41m26.09s,44.6905815,1064.31,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.617,0.781,1.39,1.467
Kepler-1238 b,Kepler-1238,1,1,0,Transit,4.147806366666667,0.05356666666666667,1.7695,0.1865,,,,0.0,922.7800000000001,1313.3333333333333,85.06,2454968.5394500005,0.015443333333333335,3.617366666666667,0.01196,,6295.2,1.4033333333333333,1.232,0.14,[Fe/H],0.584,4.273999999999999,1.77,0.4173,+40d09m46.22s,40.1628378,1632.13,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.308,1.657,2.884,3.042
Kepler-1239 b,Kepler-1239,1,1,0,Transit,5.1910919375,0.0617,2.17,0.259,,,,0.0,470.415,1149.3333333333333,86.10666666666667,2454968.21123,0.029733333333333334,4.334566666666667,0.0165,,6241.4,1.278,1.1925000000000001,0.14500000000000002,[Fe/H],0.447,4.32,1.62,0.4823666666666666,+42d19m12.21s,42.3200578,2140.6,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.451,1.838,3.19,3.365
Kepler-124 b,Kepler-124,1,3,0,Transit,3.4104780125,0.040075,0.9495999999999999,0.082,,,,0.0,175.49666666666667,934.0,81.60333333333334,2454964.577325,0.014383333333333333,2.4852749999999997,0.012533333333333332,,5104.571428571428,0.6914285714285714,0.776,-0.48,[Fe/H],-0.467,4.65,1.26,1.8538333333333332,+49d03m53.56s,49.0648788,420.046,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.373,0.473,0.856,0.903
Kepler-124 c,Kepler-124,1,3,0,Transit,13.821398456666666,0.10192500000000002,2.2003999999999997,0.19566666666666666,,,,0.0,27.123333333333335,586.6666666666666,87.12666666666667,2454964.7934551667,0.0813925,3.7333,0.029723333333333334,,5104.571428571428,0.6914285714285715,0.776,-0.48,[Fe/H],-0.467,4.65,1.26,1.3192000000000002,+49d03m53.56s,49.0648788,420.046,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.373,0.473,0.856,0.903
Kepler-124 d,Kepler-124,1,3,0,Transit,30.950613745000002,0.1743,1.3876666666666668,0.12466666666666666,,,,0.0,9.263333333333334,448.0,88.21999999999998,2454986.8394471663,0.032665,4.56502,0.018603333333333336,,5104.571428571428,0.6914285714285714,0.776,-0.48,[Fe/H],-0.467,4.65,1.26,1.7835666666666665,+49d03m53.56s,49.0648788,420.046,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.373,0.473,0.856,0.903
Kepler-1240 b,Kepler-1240,1,1,0,Transit,4.866443015,0.05436666666666667,1.2993999999999999,0.1225,,,,0.0,400.2966666666667,1075.6666666666667,88.23333333333333,2454967.0119725,0.014323333333333334,2.2319333333333335,0.011390000000000003,,5657.56,1.1480000000000001,0.938,0.056999999999999995,"['[Fe/H]', '[M/H]']",0.223,4.345000000000001,6.6850000000000005,2.561633333333333,+40d33m26.76s,40.5574322,862.186,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.701,0.888,1.57,1.656
Kepler-1241 b,Kepler-1241,1,1,0,Transit,18.552608396000004,0.133,2.5509999999999997,0.22749999999999998,,,,0.0,32.736666666666665,612.0,88.71,2454975.9318456003,0.0918375,4.1953249999999995,0.028329999999999998,,5433.2,0.8200000000000001,0.895,-0.07666666666666666,[Fe/H],-0.324,4.556666666666667,3.79,1.3929,+38d27m25.05s,38.4569588,968.722,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.513,0.65,1.164,1.228
Kepler-1242 b,Kepler-1242,1,1,0,Transit,13.627989712000002,0.10645,2.8535999999999997,0.2265,,,,0.0,34.239999999999995,647.0,87.89999999999999,2455012.0600712,0.094995,3.229,0.03104,,4941.2,0.8239999999999998,0.8250000000000001,0.055,[Fe/H],-0.516,4.505000000000001,5.62,2.2227333333333337,+41d11m46.84s,41.196344,687.615,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.418,0.53,0.963,1.015
Kepler-1243 b,Kepler-1243,1,1,0,Transit,16.832004157999997,0.1253,1.6756,0.14600000000000002,,,,0.0,47.18666666666667,689.6666666666666,89.03000000000002,2454973.532831,0.0318925,4.044725,0.01659,,5624.641666666666,0.9219999999999999,0.9325,-0.0165,"['[M/H]', '[Fe/H]']",-0.244,4.484,4.535,1.7679,+42d52m50.80s,42.8807779,758.17,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.683,0.866,1.531,1.615
Kepler-1244 b,Kepler-1244,1,1,0,Transit,3.7042881075,0.0504,1.403,0.146,,,,0.0,3048.9666666666667,1704.3333333333333,88.44,2454965.2145375004,0.005433333333333334,3.279133333333333,0.006849999999999999,,6695.253333333334,1.9749999999999999,1.3059999999999998,-0.21575,"['[Fe/H]', '[M/H]']",1.032,4.026000000000001,1.915,0.616,+46d30m58.25s,46.5161814,1075.81,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.683,2.132,3.695,3.897
Kepler-1245 b,Kepler-1245,1,2,0,Transit,4.354085185,0.0487,1.5592,0.125,,,,0.0,236.935,1044.5,86.61000000000001,2454965.8526299996,0.02879,2.3412,0.016726666666666664,,5377.4,0.8575,0.8266666666666667,-0.10500000000000001,[Fe/H],,4.484999999999999,9.185,1.9823,+43d15m38.71s,43.260753,805.936,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.54,0.684,1.224,1.291
Kepler-1245 c,Kepler-1245,1,2,0,Transit,2.9365868266666664,0.0372,1.5815000000000001,0.13,,,,0.0,401.08000000000004,1189.5,85.85,2454966.036743333,0.030585,1.87355,0.017145,,5360.0,0.8333333333333334,0.8300000000000001,-0.10500000000000001,[Fe/H],,4.484999999999999,4.57,2.3205,+43d15m38.71s,43.260753,805.936,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.54,0.684,1.224,1.291
Kepler-1246 b,Kepler-1246,1,1,0,Transit,11.3227840175,0.0849,1.372,0.1335,,,,0.0,24.345,550.5,86.46333333333332,2454969.0520825,0.029486666666666664,3.1831,0.01856333333333333,,4562.336,0.674,0.6775,-0.26166666666666666,"['[Fe/H]', '[M/H]']",-0.727,4.6225000000000005,8.845,1.1661333333333335,+48d58m55.94s,48.9822053,436.505,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.35,0.443,0.816,0.861
Kepler-1247 b,Kepler-1247,1,1,0,Transit,13.712207381999999,0.11005000000000001,2.3324,0.20500000000000002,,,,0.0,46.99666666666667,663.0,89.38333333333333,2455012.3972022003,0.0825075,2.4736000000000002,0.02634,,5440.0,0.8066666666666666,0.9166666666666666,-0.055,[Fe/H],-0.345,4.585,4.68,4.571233333333333,+46d37m05.65s,46.6182365,1045.92,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.533,0.675,1.208,1.274
Kepler-1248 b,Kepler-1248,1,1,0,Transit,7.467248675,0.07816666666666666,1.1,0.105,,,,0.0,284.83500000000004,1019.0,85.48,2454969.38791,0.007756666666666666,3.8229,0.00879,,6106.586,1.184,1.165,0.2245,"['[Fe/H]', '[M/H]']",,4.390000000000001,0.905,0.65625,+51d21m16.04s,51.3544564,593.026,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.006,1.274,2.227,2.349
Kepler-1249 b,Kepler-1249,1,1,0,Transit,24.334619594,0.1675,2.1224,0.22499999999999998,,,,0.0,69.82,646.0,88.62333333333333,2454980.4149404,0.033575,7.012050000000001,0.017516666666666666,,6100.2,1.31,1.1025,-0.04000000000000001,[Fe/H],0.428,4.303333333333334,1.5599999999999998,0.6349666666666667,+44d22m18.27s,44.3717429,1904.54,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.079,1.367,2.387,2.517
Kepler-125 b,Kepler-125,1,2,0,Transit,4.164340536666667,0.04116,2.6081,0.2324285714285714,,,,0.0,29.161666666666665,601.25,87.49333333333334,2454974.341947143,0.24270250000000002,1.8853000000000002,0.046528,M1 V,3820.25,0.522,0.53,-0.08,"['[Fe/H]', '[M/H]']",-1.2894999999999999,4.737500000000001,8.65,4.019033333333334,+47d36m18.01s,47.6050031,183.365,neptune-like,,,,,,,,,,M1,0.18,0.28,0.035,0.1,87.75,140.03,False,0.0,0.0,0.181,0.229,0.438,0.461
Kepler-125 c,Kepler-125,1,2,0,Transit,5.774512348571429,0.051133333333333336,0.8167777777777778,0.07250000000000001,,,,0.0,18.868333333333336,541.3333333333334,88.66000000000001,2454943.8294783332,0.024620000000000003,1.863475,0.01451,,3820.25,0.522,0.53,-0.08,[Fe/H],-1.2894999999999999,4.7375,8.65,6.330566666666666,+47d36m18.01s,47.6050031,183.365,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.181,0.229,0.438,0.461
Kepler-1250 b,Kepler-1250,1,1,0,Transit,2.60754164,0.0389,2.1782,0.21100000000000002,,,,0.0,1295.9033333333334,1405.3333333333333,88.73666666666668,2454964.8367975,0.036583333333333336,1.4045666666666665,0.017679999999999998,,5992.0,1.195,1.0879999999999999,0.125,[Fe/H],0.343,4.365,2.435,5.2344333333333335,+45d58m48.90s,45.9802492,2126.85,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.723,0.916,1.617,1.706
Kepler-1251 b,Kepler-1251,1,1,0,Transit,45.090311328000006,0.2464,2.1146000000000003,0.1925,,,,0.0,13.524999999999999,481.0,89.11333333333333,2454966.5571442,0.0433225,3.9966,0.021523333333333335,,5688.84,0.89,0.965,0.08633333333333333,"['[M/H]', '[Fe/H]']",-0.153,4.5275,2.645,2.9045,+49d15m22.97s,49.2563792,902.204,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.624,0.79,1.403,1.48
Kepler-1252 b,Kepler-1252,1,1,0,Transit,15.053982885,0.1104,1.4771999999999998,0.146,,,,0.0,51.94,687.0,88.47333333333334,2454968.5332275,0.022816666666666666,4.336333333333333,0.014530000000000001,,5609.4,0.938,0.9075,-0.21500000000000002,[Fe/H],-0.13,4.4475,8.345,1.2095,+46d41m34.24s,46.6928437,648.979,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.859,1.087,1.909,2.014
Kepler-1253 b,Kepler-1253,1,1,0,Transit,68.88669817799999,0.3182333333333333,1.4476,0.1395,,,,0.0,16.290000000000003,488.0,89.61,2454993.2966112,0.014335,6.05395,0.011339999999999998,,5837.263333333333,1.272,0.9380000000000001,-0.37,"['[M/H]', '[Fe/H]']",0.345,4.264,5.9399999999999995,1.6158000000000001,+47d38m13.74s,47.6371507,514.524,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.843,1.068,1.879,1.982
Kepler-1254 b,Kepler-1254,1,3,0,Transit,9.991115837499999,0.08343333333333335,1.5608,0.1345,,,,0.0,42.98666666666667,669.5,88.78333333333335,2454967.3944725003,0.04112666666666667,2.6900999999999997,0.019039999999999998,,4965.3550000000005,0.7459999999999999,0.78,-0.06375,"['[Fe/H]', '[M/H]']",-0.572,4.577999999999999,8.51,3.1620666666666666,+48d46m12.04s,48.7700099,622.818,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.438,0.554,1.004,1.059
Kepler-1254 c,Kepler-1254,1,3,0,Transit,3.6008346733333334,0.04235,1.2915,0.111,,,,0.0,167.65666666666667,940.5,88.27,2454967.035296667,0.03016,1.9595,0.0158,,4935.426,0.7460000000000001,0.785,-0.06375,"['[Fe/H]', '[M/H]']",-0.572,4.58,5.62,3.2632333333333334,+48d46m12.04s,48.7700099,622.818,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.438,0.554,1.004,1.059
Kepler-1254 d,Kepler-1254,1,3,0,Transit,5.72716667,0.05775,1.321,0.113,,,,0.0,90.19333333333333,805.5,88.975,2454966.9634033334,0.031895,2.2035,0.016225,,4935.426,0.7459999999999999,0.7850000000000001,-0.06375,"['[Fe/H]', '[M/H]']",-0.572,4.58,5.62,3.5752333333333333,+48d46m12.04s,48.7700099,622.818,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.438,0.554,1.004,1.059
Kepler-1255 b,Kepler-1255,1,1,0,Transit,36.2918549,0.2202333333333333,2.4096,0.2205,,,,0.0,39.97,616.6666666666666,89.20666666666666,2454965.1801426,0.038337500000000004,7.961575,0.018243333333333334,,5996.666666666667,1.2383333333333333,1.08,-0.026666666666666658,[Fe/H],0.307,4.32,2.025,0.5804,+42d43m35.34s,42.7264842,1617.07,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.899,1.139,1.996,2.105
Kepler-1256 b,Kepler-1256,1,1,0,Transit,12.4128764,0.109,1.4716,0.138,,,,0.0,200.68999999999997,959.3333333333334,88.15666666666668,2454973.3560525,0.010833333333333334,4.372466666666667,0.009956666666666666,,6174.808333333333,1.366666666666667,1.1324999999999998,-0.03975,"['[M/H]', '[Fe/H]']",0.428,4.2175,3.225,0.5242333333333333,+44d41m00.28s,44.6834119,891.192,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.125,1.424,2.491,2.628
Kepler-1257 b,Kepler-1257,1,1,0,Transit,2.6683174225,0.0373,1.4822,0.1315,,,,0.0,564.145,1241.0,86.51333333333334,2454964.68931,0.027203333333333333,2.4385333333333334,0.015416666666666667,,5656.606,0.905,0.95,-0.042333333333333334,"['[Fe/H]', '[M/H]']",-0.136,4.505,2.3850000000000002,1.4524666666666668,+45d37m37.26s,45.6270165,1105.95,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.602,0.762,1.355,1.429
Kepler-1258 b,Kepler-1258,1,1,0,Transit,0.9849411849999999,0.01983333333333333,1.028,0.08299999999999999,,,,0.0,4187.88,2012.3333333333333,81.34333333333332,2454966.3184875003,0.007973333333333334,2.0494333333333334,0.008533333333333334,,5863.503333333334,1.1320000000000001,1.042,-0.1345,"['[Fe/H]', '[M/H]']",0.094,4.372,2.145,1.119,+49d59m41.35s,49.9948186,717.555,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.756,0.958,1.686,1.779
Kepler-1259 b,Kepler-1259,1,1,0,Transit,0.6630888575,0.014100000000000001,1.5292000000000001,0.14500000000000002,,,,0.0,2111.1366666666668,1657.0,77.77999999999999,2454964.978285,0.03206666666666667,1.1242333333333334,0.017826666666666668,,5118.0,0.7825,0.8400000000000001,0.03333333333333333,[Fe/H],-0.333,4.58,3.225,2.3204,+46d58m03.46s,46.9676288,805.562,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.46,0.583,1.053,1.11
Kepler-126 b,Kepler-126,1,3,0,Transit,10.495685924285715,0.0978,1.4888571428571429,0.13125,,,,0.035,265.26,1002.0,86.73333333333333,2454998.793638,0.011205,4.88812,0.010636666666666668,,6236.5,1.3533333333333335,1.1480000000000001,-0.125,"['[M/H]', '[Fe/H]']",0.452,4.2425,3.6950000000000003,0.5689666666666667,+44d12m30.40s,44.2084445,237.401,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.158,1.466,2.559,2.699
Kepler-126 c,Kepler-126,1,3,0,Transit,21.86965646333333,0.15985000000000002,1.598285714285714,0.14,,,,0.095,99.72666666666667,783.6666666666666,87.64333333333333,2454973.2949133334,0.0122175,5.6267000000000005,0.0114,,6236.5,1.3533333333333333,1.1480000000000001,-0.125,"['[Fe/H]', '[M/H]']",0.452,4.2425,3.6950000000000003,0.5406666666666666,+44d12m30.40s,44.2084445,237.401,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.158,1.466,2.559,2.699
Kepler-126 d,Kepler-126,1,3,0,Transit,100.2829277942857,0.441225,2.599833333333333,0.22966666666666669,,,,0.01,13.086666666666668,471.6666666666667,89.42,2455061.329905,0.034947500000000006,10.98788,0.018453333333333335,,6236.5,1.3533333333333335,1.1480000000000001,-0.125,"['[Fe/H]', '[M/H]']",0.452,4.2425,3.6950000000000003,0.5681666666666666,+44d12m30.40s,44.2084445,237.401,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.158,1.466,2.559,2.699
Kepler-1260 b,Kepler-1260,1,1,0,Transit,19.118731258000004,0.1386333333333333,2.0096000000000003,0.20950000000000002,,,,0.0,109.64,730.0,86.54,2454971.4282593997,0.02264,6.7780249999999995,0.014903333333333333,,5897.333333333333,1.3416666666666668,1.004,-0.15666666666666665,[Fe/H],0.526,4.234999999999999,2.95,0.1808,+42d33m18.81s,42.5552261,1734.43,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.853,1.081,1.898,2.001
Kepler-1261 b,Kepler-1261,1,1,0,Transit,48.431101054,0.241,2.4538,0.21350000000000002,,,,0.0,5.713333333333334,400.0,89.48,2454974.4579754,0.08771,3.8276250000000003,0.028950000000000004,,4970.758333333333,0.7625000000000001,0.8019999999999999,0.09475,"['[M/H]', '[Fe/H]']",-0.523,4.5575,8.935,3.6617333333333337,+48d48m24.11s,48.8066963,744.294,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.453,0.573,1.038,1.094
Kepler-1262 b,Kepler-1262,1,1,0,Transit,10.8488633175,0.09996666666666666,1.7730000000000001,0.15000000000000002,,,,0.0,176.60333333333335,887.0,89.21,2454973.90822,0.03043,2.9654333333333334,0.01626,,5985.166666666667,0.9850000000000002,1.0166666666666666,-0.13333333333333333,[Fe/H],-0.105,4.449999999999999,3.585,2.6722,+42d12m47.41s,42.2131694,1054.87,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.734,0.93,1.64,1.73
Kepler-1263 b,Kepler-1263,1,1,0,Transit,4.551406045,0.050300000000000004,1.09375,0.099,,,,0.0,157.82000000000002,912.0,87.33666666666666,2454966.05906,0.018026666666666667,2.4063000000000003,0.012673333333333333,,5162.375,0.7939999999999999,0.836,0.02075,"['[M/H]', '[Fe/H]']",-0.414,4.564,4.7,1.9704,+46d45m09.43s,46.7526182,664.83,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.505,0.639,1.148,1.211
Kepler-1264 b,Kepler-1264,1,1,0,Transit,0.9685245666666665,0.0185,1.1960000000000002,0.11249999999999999,,,,0.0,2281.436666666667,1798.3333333333333,77.11,2454964.5108499997,0.012623333333333334,1.3138666666666665,0.011529999999999999,,5745.0,0.938,0.9166666666666666,-0.21333333333333335,[Fe/H],-0.055,4.475,4.085,1.7415999999999998,+45d12m41.43s,45.2115075,801.993,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.738,0.935,1.649,1.739
Kepler-1265 b,Kepler-1265,1,1,0,Transit,6.494462684999999,0.0606,1.4972,0.132,,,,0.0,63.099999999999994,710.0,87.05,2454965.248125,0.036956666666666665,2.2746666666666666,0.019333333333333334,,4702.0,0.692,0.71,-0.05,[Fe/H],-0.7,4.609999999999999,9.525,2.5695,+47d04m46.43s,47.0795646,583.641,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.353,0.447,0.821,0.866
Kepler-1266 b,Kepler-1266,1,1,0,Transit,28.475038798000003,0.17246666666666666,2.4498,0.2185,,,,0.0,12.44,466.0,88.44333333333333,2455027.4415656,0.08292,4.61395,0.029586666666666667,,5063.166666666667,0.7459999999999999,0.8320000000000001,-0.023333333333333334,[Fe/H],-0.53,4.61,5.13,1.3216333333333334,+42d43m40.80s,42.7279996,849.312,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.453,0.574,1.036,1.093
Kepler-1267 b,Kepler-1267,1,1,0,Transit,13.031295916,0.10703333333333333,2.5718000000000005,0.264,,,,0.0,75.95333333333333,710.3333333333334,88.28,2455018.8158016,0.060962499999999996,4.426175,0.022743333333333334,,5601.5,1.012,1.004,0.11,[Fe/H],0.003,4.433999999999999,3.24,0.9712,+43d26m27.79s,43.4410533,1379.43,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.984,1.246,2.18,2.3
Kepler-1268 b,Kepler-1268,1,1,0,Transit,40.99013171599999,0.2406,2.2008,0.20350000000000001,,,,0.0,36.66,608.6666666666666,89.945,2454965.4146664003,0.031257499999999994,7.13105,0.01626,,6023.166666666667,1.2733333333333334,1.09,0.030000000000000002,[Fe/H],0.345,4.299999999999999,2.42,0.7871666666666667,+43d09m11.44s,43.1531776,1840.77,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.848,1.074,1.888,1.991
Kepler-1269 b,Kepler-1269,1,1,0,Transit,37.33263117800001,0.22356666666666666,2.0156,0.1975,,,,0.0,48.20666666666667,620.0,88.41666666666667,2454995.9110418,0.0191225,7.629525,0.013536666666666667,,5957.666666666667,1.42,1.0766666666666667,0.12333333333333334,[Fe/H],0.556,4.2299999999999995,3.575,0.40829999999999994,+45d20m25.93s,45.3405371,1097.23,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.918,1.163,2.039,2.151
Kepler-127 b,Kepler-127,1,3,0,Transit,14.435933037142856,0.12492500000000001,1.4660000000000002,0.13166666666666668,,,,0.235,150.61333333333332,879.6666666666666,88.37333333333333,2454972.1032345,0.010430000000000002,3.4710799999999997,0.009976666666666667,,6127.698333333334,1.365,1.2239999999999998,0.276,"['[Fe/H]', '[M/H]']",0.407,4.253333333333333,2.005,1.4546000000000001,+46d01m41.01s,46.0280596,352.794,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.118,1.416,2.477,2.613
Kepler-127 c,Kepler-127,1,3,0,Transit,29.39317070857143,0.20040000000000002,2.4671428571428575,0.22666666666666666,,,,0.015,58.349999999999994,694.3333333333334,89.23666666666666,2455027.371473,0.0321675,7.0613600000000005,0.01667,,6127.698333333334,1.3650000000000002,1.2239999999999998,0.276,"['[M/H]', '[Fe/H]']",0.407,4.253333333333333,2.005,0.5795333333333333,+46d01m41.01s,46.0280596,352.794,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.118,1.416,2.477,2.613
